"Course Number"	"Course Name"	"Department"	"Instructor"	"Grades"	"Units"	"Section Number"	"Times"	"Locations"
"ESE100"	"Special Problems in Environmental Science and Engineering"	"ESE"	"Flagan, R"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"ESE100"	"Special Problems in Environmental Science and Engineering"	"ESE"	"Hoffmann, M"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"ESE100"	"Special Problems in Environmental Science and Engineering"	"ESE"	"Schneider, T"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"ESE100"	"Special Problems in Environmental Science and Engineering"	"ESE"	"Seinfeld, J"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"ESE100"	"Special Problems in Environmental Science and Engineering"	"ESE"	"Sessions, A"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"ESE100"	"Special Problems in Environmental Science and Engineering"	"ESE"	"Wennberg, P"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"ESE100"	"Special Problems in Environmental Science and Engineering"	"ESE"	"Thompson, A"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"ESE101"	"Earth's Atmosphere"	"ESE"	"Schneider, T"	""	"3-0-6"	"01"	"TR 13:00 - 14:25"	"162 SMD"
"ESE102"	"Earth's Oceans"	"ESE"	"Thompson, A"	""	"3-0-6"	"01"	"MWF 11:00 - 11:55"	"162 SMD"
"ESE104"	"Current Problems in Environmental Science and Engineering"	"ESE"	"Thompson, A"	"PASS-FAIL"	"1-0-0"	"01"	"R 12:00 - 12:55"	"162 SMD"
"ESE106"	"Research in Environmental Science and Engineering"	"ESE"	"Adkins, J"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"ESE106"	"Research in Environmental Science and Engineering"	"ESE"	"Blake, G"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"ESE106"	"Research in Environmental Science and Engineering"	"ESE"	"Bordoni, S"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"ESE106"	"Research in Environmental Science and Engineering"	"ESE"	"Eiler, J"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"ESE106"	"Research in Environmental Science and Engineering"	"ESE"	"Flagan, R"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"ESE106"	"Research in Environmental Science and Engineering"	"ESE"	"Hoffmann, M"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"ESE106"	"Research in Environmental Science and Engineering"	"ESE"	"Ingersoll, A"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"ESE106"	"Research in Environmental Science and Engineering"	"ESE"	"Lamb, M"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"ESE106"	"Research in Environmental Science and Engineering"	"ESE"	"Leadbetter, J"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"ESE106"	"Research in Environmental Science and Engineering"	"ESE"	"Newman, D"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"ESE106"	"Research in Environmental Science and Engineering"	"ESE"	"Okumura, M"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"ESE106"	"Research in Environmental Science and Engineering"	"ESE"	"Orphan, V"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"ESE106"	"Research in Environmental Science and Engineering"	"ESE"	"Schneider, T"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"ESE106"	"Research in Environmental Science and Engineering"	"ESE"	"Seinfeld, J"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"ESE106"	"Research in Environmental Science and Engineering"	"ESE"	"Sessions, A"	"PASS-FAIL"	"+"	"15"	"A"	"A"
"ESE106"	"Research in Environmental Science and Engineering"	"ESE"	"Wennberg, P"	"PASS-FAIL"	"+"	"16"	"A"	"A"
"ESE106"	"Research in Environmental Science and Engineering"	"ESE"	"Yung, Y"	"PASS-FAIL"	"+"	"17"	"A"	"A"
"ESE106"	"Research in Environmental Science and Engineering"	"ESE"	"Thompson, A"	"PASS-FAIL"	"+"	"18"	"A"	"A"
"ESE106"	"Research in Environmental Science and Engineering"	"ESE"	"Frankenberg, C"	"PASS-FAIL"	"+"	"19"	"A"	"A"
"ESE110A"	"Seminar in Environmental Science and Engineering"	"ESE"	"Frankenberg, C"	"PASS-FAIL"	"1-0-0"	"01"	"W 16:00 - 16:55"	"365 SMD"
"ESE130"	"Atmosphere Dynamics"	"ESE"	"Staff"	""	"3-0-6"	"01"	"A"	"A"
"ESE300"	"Thesis Research"	"ESE"	"Sessions, A"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"ESE300"	"Thesis Research"	"ESE"	"Ingersoll, A"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"ESE300"	"Thesis Research"	"ESE"	"Hering, J"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"ESE300"	"Thesis Research"	"ESE"	"Hoffmann, M"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"ESE300"	"Thesis Research"	"ESE"	"Bordoni, S"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"ESE300"	"Thesis Research"	"ESE"	"Adkins, J"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"ESE300"	"Thesis Research"	"ESE"	"Leadbetter, J"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"ESE300"	"Thesis Research"	"ESE"	"Seinfeld, J"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"ESE300"	"Thesis Research"	"ESE"	"Wennberg, P"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"ESE300"	"Thesis Research"	"ESE"	"Yung, Y"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"ESE300"	"Thesis Research"	"ESE"	"Schneider, T"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"ESE300"	"Thesis Research"	"ESE"	"Eiler, J"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"ESE300"	"Thesis Research"	"ESE"	"Orphan, V"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"ESE300"	"Thesis Research"	"ESE"	"Okumura, M"	"PASS-FAIL"	"+"	"15"	"A"	"A"
"ESE300"	"Thesis Research"	"ESE"	"Ponce, A"	"PASS-FAIL"	"+"	"16"	"A"	"A"
"ESE300"	"Thesis Research"	"ESE"	"Thompson, A"	"PASS-FAIL"	"+"	"17"	"A"	"A"
"ESE300"	"Thesis Research"	"ESE"	"Flagan, R"	"PASS-FAIL"	"+"	"18"	"A"	"A"
"ESE300"	"Thesis Research"	"ESE"	"Frankenberg, C"	"PASS-FAIL"	"+"	"19"	"A"	"A"
"ESE300"	"Thesis Research"	"ESE"	"Fischer, W"	"PASS-FAIL"	"+"	"20"	"A"	"A"
"FS/Bi 013"	"Freshman Seminar: In Search of Memory"	"FS"	"Pine, J"	"PASS-FAIL"	"2-0-4"	"01"	"M 15:00 - 15:55"	"248 LAU"
"FS/Ge 016"	"Freshman Seminar: Earthquakes"	"FS"	"Stock, J"	"PASS-FAIL"	"2-0-4"	"01"	"T 14:00 - 15:55"	"215 NMD"
"FS/Ph 009"	"Freshman Seminar: The Science of Music"	"FS"	"Politzer, H"	"PASS-FAIL"	"2-0-4"	"01"	"MF 13:00 - 13:55"	"248 LAU"
"FS/Ph 011A"	"Freshman Seminar: Research Tutorial"	"FS"	"Phillips, R"	"PASS-FAIL"	"2-0-4"	"01"	"A"	"201 SLN"
"Ge 011A"	"Introduction to Earth and Planetary Sciences: Earth as a Planet"	"Ge"	"Farley, K"	""	"3-3-3"	"01"	"TR 13:00 - 14:25"	"251 ARM"
"Ge 040"	"Special Problems for Undergraduates"	"Ge"	"Avouac, J"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"Ge 040"	"Special Problems for Undergraduates"	"Ge"	"Kirschvink, J"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"Ge 040"	"Special Problems for Undergraduates"	"Ge"	"Stock, J"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"Ge 040"	"Special Problems for Undergraduates"	"Ge"	"Lamb, M"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"Ge 040"	"Special Problems for Undergraduates"	"Ge"	"Adkins, J"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"Ge 040"	"Special Problems for Undergraduates"	"Ge"	"Jackson, J"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"Ge 040"	"Special Problems for Undergraduates"	"Ge"	"Ingersoll, A"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"Ge 040"	"Special Problems for Undergraduates"	"Ge"	"Sessions, A"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"Ge 040"	"Special Problems for Undergraduates"	"Ge"	"Stevenson, D"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"Ge 041A"	"Undergraduate Research and Bachelor's Thesis"	"Ge"	"Orphan, V"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"Ge 041A"	"Undergraduate Research and Bachelor's Thesis"	"Ge"	"Saleeby, J"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"Ge 041A"	"Undergraduate Research and Bachelor's Thesis"	"Ge"	"Asimow, P"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"Ge 041A"	"Undergraduate Research and Bachelor's Thesis"	"Ge"	"Orphan, V"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"Ge 041A"	"Undergraduate Research and Bachelor's Thesis"	"Ge"	"Saleeby, J"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"Ge 041A"	"Undergraduate Research and Bachelor's Thesis"	"Ge"	"Stolper, E"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"Ge 041A"	"Undergraduate Research and Bachelor's Thesis"	"Ge"	"Brown, M"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"Ge 041A"	"Undergraduate Research and Bachelor's Thesis"	"Ge"	"Grotzinger, J"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"Ge 041A"	"Undergraduate Research and Bachelor's Thesis"	"Ge"	"Stock, J"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"Ge 041A"	"Undergraduate Research and Bachelor's Thesis"	"Ge"	"Fischer, W"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"Ge 041A"	"Undergraduate Research and Bachelor's Thesis"	"Ge"	"Rossman, G"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"Ge 041A"	"Undergraduate Research and Bachelor's Thesis"	"Ge"	"Sessions, A"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"Ge 101"	"Introduction to Geology and Geochemistry"	"Ge"	"Farley, K"	""	"3-0-6"	"01"	"TR 13:00 - 14:25"	"251 ARM"
"Ge 108"	"Applications of Physics to the Earth Sciences"	"Ge"	"Brown, M"	""	"3-0-6"	"01"	"TR 09:00 - 10:25"	"176 SMD"
"Ge 112"	"Sedimentology and Stratigraphy"	"Ge"	"Grotzinger, J"	"LETTER"	"3-5-4"	"01"	"W 14:00 - 16:55"	"251 ARM"
"Ge 112"	"Sedimentology and Stratigraphy"	"Ge"	"Grotzinger, J"	"LETTER"	"3-5-4"	"01"	"TR 10:30 - 11:55"	"251 ARM"
"Ge 114A"	"Mineralogy"	"Ge"	"Rossman, G"	""	"3-4-2"	"01"	"TR 16:00 - 17:55"	"251 ARM"
"Ge 114A"	"Mineralogy"	"Ge"	"Rossman, G"	""	"3-4-2"	"01"	"MTR 15:00 - 15:55"	"251 ARM"
"Ge 114B"	"Mineralogy Laboratory"	"Ge"	"Rossman, G"	""	"0-2-1"	"01"	"W 15:00 - 16:55"	"267 ARM"
"Ge 121A"	"Advanced Field Geology"	"Ge"	"Lamb, M"	""	"0-9-3"	"01"	"OM,F 15:00 - 15:25"	"267 ARM"
"Ge 136A"	"Regional Field Geology of the Southwestern United States"	"Ge"	"Kirschvink, J"	"PASS-FAIL"	"1-0-2"	"01"	"OM,M 09:30 - 09:55"	"251 ARM"
"Ge 145"	"Isotope-Ratio Mass Spectrometry"	"Ge"	"Sessions, A"	""	"1-4-4"	"01"	"R 13:00 - 15:55"	"067 SMD"
"Ge 145"	"Isotope-Ratio Mass Spectrometry"	"Ge"	"Sessions, A"	""	"1-4-4"	"01"	"R 10:30 - 11:55"	"135 L+R"
"Ge 151"	"Planetary Surfaces"	"Ge"	"Ehlmann, B"	""	"3-3-3"	"01"	"TR 09:00 - 10:25"	"162 SMD"
"Ge 161"	"Plate Tectonics"	"Ge"	"Stock, J"	""	"3-0-6"	"01"	"TR 10:30 - 11:55"	"215 NMD"
"Ge 165"	"Geophysical Data Analysis and Seismic Imaging"	"Ge"	"Clayton, R"	""	"3-0-6"	"01"	"MWF 09:00 - 09:55"	"162 SMD"
"Ge 194"	"Special Topics in the Planetary Sciences: Juno and Cassini"	"Ge"	"Stevenson, D / Ingersoll, A"	""	"3-0-3"	"01"	"OM,M 14:00 - 14:55"	"162 SMD"
"Ge 212"	"Thermodynamics of Geological Systems"	"Ge"	"Asimow, P"	""	"3-0-6"	"01"	"MWF 10:00 - 10:55"	"267 ARM"
"Ge 297"	"Advanced Study"	"Ge"	"Adkins, J"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Wennberg, P"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Clayton, R"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Asimow, P"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Blake, G"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Stock, J"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Eiler, J"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Farley, K"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Jackson, J"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Bordoni, S"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Gurnis, M"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Grotzinger, J"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Helmberger, D"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Rossman, G"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Schneider, T"	"PASS-FAIL"	"+"	"15"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Kirschvink, J"	"PASS-FAIL"	"+"	"16"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Kulkarni, S"	"PASS-FAIL"	"+"	"17"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Ingersoll, A"	"PASS-FAIL"	"+"	"18"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Brown, M"	"PASS-FAIL"	"+"	"19"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Ehlmann, B"	"PASS-FAIL"	"+"	"20"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Zhan, Z"	"PASS-FAIL"	"+"	"21"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Leadbetter, J"	"PASS-FAIL"	"+"	"22"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Saleeby, J"	"PASS-FAIL"	"+"	"24"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Simons, M"	"PASS-FAIL"	"+"	"26"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Stevenson, D"	"PASS-FAIL"	"+"	"27"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Stolper, E"	"PASS-FAIL"	"+"	"29"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Lamb, M"	"PASS-FAIL"	"+"	"30"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Fischer, W"	"PASS-FAIL"	"+"	"31"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Orphan, V"	"PASS-FAIL"	"+"	"35"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Yung, Y"	"PASS-FAIL"	"+"	"36"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Avouac, J"	"PASS-FAIL"	"+"	"37"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Lapusta, N"	"PASS-FAIL"	"+"	"38"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Aharonson, O"	"PASS-FAIL"	"+"	"39"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Wernicke, B"	"PASS-FAIL"	"+"	"40"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Newman, D"	"PASS-FAIL"	"+"	"41"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Sessions, A"	"PASS-FAIL"	"+"	"42"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Ampuero Saenz, J"	"PASS-FAIL"	"+"	"43"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Tsai, V"	"PASS-FAIL"	"+"	"44"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Knutson, H"	"PASS-FAIL"	"+"	"45"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Ampuero Saenz, J"	"PASS-FAIL"	"+"	"46"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Batygin, K"	"PASS-FAIL"	"+"	"47"	"A"	"A"
"Ge 297"	"Advanced Study"	"Ge"	"Zhan, Z"	"PASS-FAIL"	"+"	"48"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Adkins, J"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Ehlmann, B"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Heaton, T"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Asimow, P"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Blake, G"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Brown, M"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Clayton, R"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Eiler, J"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Grotzinger, J"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Gurnis, M"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Burnett, D"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Helmberger, D"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Ingersoll, A"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Jackson, J"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Simons, M"	"PASS-FAIL"	"+"	"15"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Avouac, J"	"PASS-FAIL"	"+"	"16"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Newman, D"	"PASS-FAIL"	"+"	"17"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Ampuero Saenz, J"	"PASS-FAIL"	"+"	"18"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Lapusta, N"	"PASS-FAIL"	"+"	"19"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Rossman, G"	"PASS-FAIL"	"+"	"20"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Fischer, W"	"PASS-FAIL"	"+"	"21"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Saleeby, J"	"PASS-FAIL"	"+"	"22"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Farley, K"	"PASS-FAIL"	"+"	"23"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Sessions, A"	"PASS-FAIL"	"+"	"24"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Stevenson, D"	"PASS-FAIL"	"+"	"25"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Stock, J"	"PASS-FAIL"	"+"	"26"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Stolper, E"	"PASS-FAIL"	"+"	"27"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Lamb, M"	"PASS-FAIL"	"+"	"28"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Knutson, H"	"PASS-FAIL"	"+"	"29"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Kulkarni, S"	"PASS-FAIL"	"+"	"30"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Wernicke, B"	"PASS-FAIL"	"+"	"32"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Yung, Y"	"PASS-FAIL"	"+"	"34"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Batygin, K"	"PASS-FAIL"	"+"	"35"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Kirschvink, J"	"PASS-FAIL"	"+"	"36"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Orphan, V"	"PASS-FAIL"	"+"	"37"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Schneider, T"	"PASS-FAIL"	"+"	"38"	"A"	"A"
"Ge 299"	"Thesis Research"	"Ge"	"Tsai, V"	"PASS-FAIL"	"+"	"40"	"A"	"A"
"Ge/Ch 127"	"Nuclear Chemistry"	"Ge"	"Burnett, D"	""	"3-0-6"	"01"	"MWF 09:00 - 09:55"	"215 NMD"
"Ge/Ch 128"	"Cosmochemistry"	"Ge"	"Blake, G"	""	"3-0-6"	"01"	"TR 14:30 - 15:55"	"162 SMD"
"Ge/ESE 118"	"Methods in Data Analysis"	"Ge"	"Tsai, V"	""	"3-0-6"	"01"	"TR 10:30 - 11:55"	"162 SMD"
"H  098"	"Reading in History"	"H"	"Dykstra, M"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"H  099A"	"Research Tutorial"	"H"	"Brown, W"	""	"1-0-8"	"01"	"A"	"A"
"H  099A"	"Research Tutorial"	"H"	"Gronningsater, S"	""	"1-0-8"	"02"	"A"	"A"
"H  099A"	"Research Tutorial"	"H"	"Dennison, T"	""	"1-0-8"	"03"	"A"	"A"
"H  099A"	"Research Tutorial"	"H"	"Hoffman, P"	""	"1-0-8"	"04"	"A"	"A"
"H  127"	"History and the Anthropocene"	"H"	"Pluymers, K"	""	"3-0-6"	"01"	"TR 10:30 - 11:55"	"B119 BAX"
"H  135"	"War, Conquest, and Empires"	"H"	"Hoffman, P"	"LETTER"	"3-0-6"	"01"	"TR 10:30 - 11:55"	"128 BAX"
"H  136"	"Caltech in the Archives"	"H"	"Dykstra, M"	""	"3-0-6"	"01"	"TR 13:00 - 14:25"	"125 BAX"
"H  139"	"Translation Theory and Practice (Chinese Historical Sources Seminar)"	"H"	"Dykstra, M"	""	"3-0-6"	"01"	"TR 14:30 - 15:55"	"B119 BAX"
"H/HPS 185"	"Angels and Monsters: Cosmology, Anthropology, and the Ends of the World"	"H"	"Wey-Gomez, N"	""	"3-0-6"	"01"	"TR 13:00 - 14:25"	"TR DAB"
"H/L 142"	"Perspectives on History through Russian Literature"	"H"	"Dennison, T"	"LETTER"	"3-0-6"	"01"	"TR 13:00 - 14:25"	"117 DAB"
"HPS/H 166"	"Historical Perspectives on the Relations between Science and Religion"	"HPS"	"Feingold, M"	""	"3-0-6"	"01"	"W 19:00 - 21:55"	"TR DAB"
"HPS/Pl 120"	"Introduction to Philosophy of Science"	"HPS"	"Eberhardt, F"	"LETTER"	"3-0-6"	"01"	"TR 10:30 - 11:55"	"TR DAB"
"HPS/Pl/CS 110"	"Causation and Explanation"	"HPS"	"Eberhardt, F"	"LETTER"	"3-0-6"	"01"	"TR 13:00 - 14:25"	"B119 BAX"
"HPS098"	"Reading in History and Philosophy of Science"	"HPS"	"Staff"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"HPS102A"	"Senior Research Seminar"	"HPS"	"Staff"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"HPS103"	"Public Lecture Series"	"HPS"	"Eberhardt, F"	"PASS-FAIL"	"1-0-0"	"01"	"A"	"A"
"Hum/En 020"	"Greek Epic and Drama"	"Hum"	"Pigman, G"	""	"3-0-6"	"01"	"TR 14:30 - 15:55"	"TR DAB"
"Hum/En 030"	"Imagining Early America"	"Hum"	"Hunter, C"	""	"3-0-6"	"01"	"TR 09:00 - 10:25"	"117 DAB"
"Hum/En 038"	"Telling Time in American Modernism"	"Hum"	"Masterton Sherazi, M"	""	"3-0-6"	"01"	"TR 14:30 - 15:55"	"104 WAT"
"Hum/H 009B"	"European Civilization: Early Modern Europe"	"Hum"	"Wey-Gomez, N"	""	"3-0-6"	"01"	"TR 09:00 - 10:25"	"TR DAB"
"Hum/H 009C"	"European Civilization: Modern Europe"	"Hum"	"Dennison, T"	""	"3-0-6"	"01"	"TR 14:30 - 15:55"	"117 DAB"
"Hum/H 010"	"Medieval Europe: The Problem of Violence"	"Hum"	"Brown, W"	""	"3-0-6"	"01"	"TR 14:30 - 15:55"	"115 DAB"
"Hum/H 015"	"Early Modern Environmental History"	"Hum"	"Pluymers, K"	""	"3-0-6"	"01"	"TR 14:30 - 15:55"	"B133 BAX"
"Hum/H/HPS 018"	"Introduction to the History of Science"	"Hum"	"Feingold, M"	""	"3-0-6"	"01"	"T 19:00 - 21:55"	"TR DAB"
"Hum/Pl 041"	"Knowledge and Reality"	"Hum"	"Babic, B"	""	"3-0-6"	"01"	"R 19:00 - 21:55"	"115 DAB"
"Hum/Pl 042"	"Philosophy and Gender"	"Hum"	"Cowie, F"	""	"3-0-6"	"01"	"TR 13:00 - 14:25"	"128 BAX"
"Hum/Pl 042"	"Philosophy and Gender"	"Hum"	"Cowie, F"	""	"3-0-6"	"02"	"TR 14:30 - 15:55"	"128 BAX"
"Hum114A"	"Spanish and Latin American Literature"	"Hum"	"Arjona, G"	""	"3-0-6"	"01"	"OM,T 17:00 - 17:55"	"115 DAB"
"L  102A"	"Elementary French"	"L"	"Orcel, C"	""	"3-0-6"	"01"	"OM,M 13:00 - 13:55"	"117 DAB"
"L  103A"	"Intermediate French"	"L"	"Merrill, T"	""	"3-0-6"	"01"	"OM,M 14:00 - 14:55"	"115 DAB"
"L  106A"	"Elementary Japanese"	"L"	"Fujio, M"	""	"4-0-5"	"01"	"MTWR 15:00 - 15:55"	"B127 GCL"
"L  106A"	"Elementary Japanese"	"L"	"Fujio, M"	""	"4-0-5"	"02"	"MTWR 16:00 - 16:55"	"B127 GCL"
"L  107A"	"Intermediate Japanese"	"L"	"Toner, R"	""	"3-0-6"	"01"	"MW 16:00 - 17:25"	"128 BAX"
"L  108A"	"Advanced Japanese"	"L"	"Toner, R"	"LETTER"	"3-0-6"	"01"	"OM,T 16:00 - 16:55"	"117 DAB"
